Fresh Milk,Fresh Milk,L,2026-09-15,10.28,10.28,7.09,16.72,"(2, 1, 2)","(0, 1, 1, 5)",-1743.1,-1714.99,1.87,2.39,15.11,15.73
Garlic Parmesan Sauce,Garlic Parmesan Sauce,ml,2026-09-07,286.27,286.27,100.25,587.86,"(2, 1, 2)","(1, 0, 0, 5)",2515.65,2543.86,80.08,97.18,56.83,28.57
Garlic Parmesan Sauce,Garlic Parmesan Sauce,ml,2026-09-08,295.33,295.33,105.07,602.04,"(2, 1, 2)","(1, 0, 0, 5)",2515.65,2543.86,80.08,97.18,56.83,28.57
Garlic Parmesan Sauce,Garlic Parmesan Sauce,ml,2026-09-09,288.25,288.25,100.94,591.97,"(2, 1, 2)","(1, 0, 0, 5)",2515.65,2543.86,80.08,97.18,56.83,28.57
Garlic Parmesan Sauce,Garlic Parmesan Sauce,ml,2026-09-10,288.32,288.32,100.97,592.09,"(2, 1, 2)","(1, 0, 0, 5)",2515.65,2543.86,80.08,97.18,56.83,28.57
Garlic Parmesan Sauce,Garlic Parmesan Sauce,ml,2026-09-11,289.95,289.95,101.86,594.58,"(2, 1, 2)","(1, 0, 0, 5)",2515.65,2543.86,80.08,97.18,56.83,28.57
Garlic Parmesan Sauce,Garlic Parmesan Sauce,ml,2026-09-14,289.23,289.23,101.44,593.54,"(2, 1, 2)","(1, 0, 0, 5)",2515.65,2543.86,80.08,97.18,56.83,28.57
Garlic Parmesan Sauce,Garlic Parmesan Sauce,ml,2026-09-15,289.27,289.27,101.45,593.63,"(2, 1, 2)","(1, 0, 0, 5)",2515.65,2543.86,80.08,97.18,56.83,28.57
Ground Beef,Ground Beef,kg,2026-09-07,1.2,1.2,0.63,2.29,"(2, 1, 2)","(1, 1, 1, 5)",-779.19,-747.06,0.43,0.49,33.77,30.1
Ground Beef,Ground Beef,kg,2026-09-08,1.29,1.29,0.68,2.48,"(2, 1, 2)","(1, 1, 1, 5)",-779.19,-747.06,0.43,0.49,33.77,30.1
Ground Beef,Ground Beef,kg,2026-09-09,1.25,1.25,0.65,2.39,"(2, 1, 2)","(1, 1, 1, 5)",-779.19,-747.06,0.43,0.49,33.77,30.1
